payment_id,order_id,gross_amount,fee,tax,net_amount,captured_at,method,currency,settlement_id,international,source_currency,fx_rate
pay_007476,ord_007477,40228.00,804.56,144.82,39278.62,2026-07-14T09:35:00+05:30,credit_card,INR,setl_007480,false,,
pay_005936,ord_005937,2259.00,45.18,8.13,2205.69,2026-07-26T22:25:00+05:30,wallet,INR,setl_005940,false,,
pay_007154,ord_007155,1764.00,33.52,6.03,1724.45,2026-07-07T14:39:00+05:30,netbanking,INR,setl_007161,false,,
pay_005757,ord_005758,57305.18,1088.80,195.98,56020.40,2026-07-15T21:11:00+05:30,netbanking,INR,setl_005761,false,,
pay_004852,ord_004853,8273.00,165.46,29.78,8077.76,2026-07-16T18:18:00+05:30,credit_card,INR,setl_004856,false,,
pay_004894,ord_004895,6113.00,0.00,0.00,6113.00,2026-07-08T19:11:00+05:30,upi,INR,setl_004896,false,,
pay_004981,ord_004982,476.00,1.90,0.34,473.76,2026-07-03T07:57:00+05:30,debit_card,INR,setl_004987,false,,
pay_000294,ord_000295,846343.00,0.00,0.00,846343.00,2026-07-20T22:47:00+05:30,upi,INR,setl_000298,false,,
pay_005036,ord_005037,92546.00,2313.65,416.46,89815.89,2026-07-13T20:41:00+05:30,emi,INR,setl_005038,false,,
pay_002862,ord_002863,28124.00,0.00,0.00,28124.00,2026-07-01T07:34:00+05:30,upi,INR,setl_002864,false,,
pay_006478,ord_006479,74253.00,1485.06,267.31,72500.63,2026-07-30T18:47:00+05:30,wallet,INR,setl_006480,false,,
pay_004310,ord_004311,5324.00,101.16,18.21,5204.63,2026-07-23T09:59:00+05:30,netbanking,INR,setl_004312,false,,
pay_005084,ord_005085,7950.00,159.00,28.62,7762.38,2026-07-23T13:14:00+05:30,credit_card,INR,setl_005091,false,,
pay_002616,ord_002617,3608.00,90.20,16.24,3501.56,2026-07-08T11:03:00+05:30,amex,INR,setl_002620,false,,
pay_002294,ord_002295,9122.00,82.10,14.78,9025.12,2026-07-10T17:34:00+05:30,debit_card,INR,setl_002296,false,,
pay_005097,ord_005098,3145.00,0.00,0.00,3145.00,2026-11-05T17:05:00+05:30,upi,INR,setl_005099,false,,
pay_002248,ord_002249,95122.00,0.00,0.00,95122.00,2026-07-02T11:14:00+05:30,upi,INR,setl_002252,false,,
pay_004944,ord_004945,6904.00,0.00,0.00,6904.00,2026-07-03T17:56:00+05:30,upi,INR,setl_004946,false,,
pay_007423,ord_007424,778.00,14.78,2.66,760.56,2026-07-24T20:41:00+05:30,netbanking,INR,setl_007429,false,,
pay_005251,ord_005252,541.00,0.00,0.00,541.00,2026-07-05T23:45:00Z,upi,INR,setl_005253,false,,
pay_003496,ord_003497,59415.00,0.00,0.00,59415.00,2026-07-22T08:18:00+05:30,upi,INR,setl_003498,false,,
pay_000551,ord_000552,827.00,0.00,0.00,827.00,2026-07-10T18:12:00+05:30,upi,INR,setl_000553,false,,
pay_004127,ord_004128,282.00,5.64,1.02,275.34,2026-07-29T07:41:00+05:30,credit_card,INR,setl_004129,false,,
pay_002207,ord_002208,633150.00,0.00,0.00,633150.00,2026-07-09T11:29:00+05:30,upi,INR,setl_002209,false,,
pay_001212,ord_001213,296.00,5.62,1.01,289.37,2026-07-08T20:45:00+05:30,netbanking,INR,setl_001214,false,,
pay_003685,ord_003686,56480.00,0.00,0.00,56480.00,2026-07-11T12:22:00+05:30,upi,INR,setl_003687,false,,
pay_005678,ord_005679,6326.00,126.52,22.77,6176.71,2026-07-08T23:45:00Z,wallet,INR,setl_005680,false,,
pay_004041,ord_004042,5586.00,0.00,0.00,5586.00,2026-07-11T13:07:00+05:30,upi,INR,setl_004046,false,,
pay_000884,ord_000885,8908.00,0.00,0.00,8908.00,2026-07-14T16:58:00+05:30,upi,INR,setl_000889,false,,
pay_000488,ord_000489,998.00,0.00,0.00,998.00,2026-07-15T10:50:00+05:30,upi,INR,setl_000490,false,,
pay_004100,ord_004101,1221.00,4.88,0.88,1215.24,2026-07-09T08:14:00+05:30,debit_card,INR,setl_004102,false,,
pay_003613,ord_003614,81360.73,0.00,0.00,81360.73,2026-07-01T18:03:00+05:30,upi,INR,setl_003615,false,,
pay_004115,ord_004116,87830.00,1668.77,300.38,85860.85,2026-07-09T18:49:00+05:30,netbanking,INR,setl_004117,false,,
pay_003256,ord_003257,3580.00,71.60,12.89,3495.51,2026-07-26T18:58:00+05:30,credit_card,INR,setl_003262,false,,
pay_001340,ord_001341,162.00,4.05,0.73,157.22,2026-07-28T18:20:00+05:30,amex,INR,setl_001342,false,,
pay_006273,ord_006274,541.00,2.16,0.39,538.45,2026-07-01T13:22:00+05:30,debit_card,INR,setl_006277,false,,
pay_007106,ord_007107,191285.00,1721.57,309.88,189253.55,2026-07-20T21:14:00+05:30,debit_card,INR,setl_007108,false,,
pay_005121,ord_005122,4999.00,0.00,0.00,4999.00,2026-07-09T17:40:00+05:30,upi,INR,setl_005123,false,,
pay_001115,ord_001116,71949.00,0.00,0.00,71949.00,2026-07-06T12:22:00+05:30,upi,INR,setl_001120,false,,
pay_003642,ord_003643,123353.96,1110.19,199.83,122043.94,2026-07-30T14:14:00+05:30,debit_card,INR,setl_003644,false,,
pay_000265,ord_000266,429836.00,10745.90,1934.26,417155.84,2026-07-07T18:12:00+05:30,emi,INR,setl_000271,false,,
pay_000381,ord_000382,814056.00,7326.50,1318.77,805410.73,2026-07-02T20:05:00+05:30,debit_card,INR,setl_000383,false,,
pay_006506,ord_006507,184.00,3.68,0.66,179.66,2026-07-25T09:54:00+05:30,credit_card,INR,setl_006508,false,,
pay_004482,ord_004483,9941.00,198.82,35.79,9706.39,2026-07-10T11:46:00+05:30,credit_card,INR,setl_004484,false,,
pay_001751,ord_001752,79628.00,1512.93,272.33,77842.74,2026-07-24T07:32:00+05:30,netbanking,INR,setl_001753,false,,
pay_003825,ord_003826,728.00,13.83,2.49,711.68,2026-07-14T15:00:00+05:30,netbanking,INR,setl_003829,false,,
pay_006377,ord_006378,504.00,10.08,1.81,492.11,2026-07-09T16:42:00+05:30,credit_card,INR,setl_006381,false,,
pay_000620,ord_000621,929.00,23.23,4.18,901.59,2026-07-24T20:58:00+05:30,emi,INR,setl_000626,false,,
pay_002109,ord_002110,6064.00,54.58,9.82,5999.60,2026-07-01T14:48:00+05:30,debit_card,INR,setl_002111,false,,
pay_004957,ord_004958,897.00,0.00,0.00,897.00,2026-07-28T10:30:00+05:30,upi,INR,setl_004959,false,,
pay_003008,ord_003009,23674.00,0.00,0.00,23674.00,2026-07-22T16:58:00+05:30,rupay_debit,INR,setl_003010,false,,
pay_000128,ord_000129,878.00,0.00,0.00,878.00,2026-07-12T21:53:00+05:30,upi,INR,setl_000132,false,,
pay_002464,ord_002465,871.00,17.42,3.14,850.44,2026-07-16T08:45:00+05:30,credit_card,INR,setl_002466,false,,
pay_004655,ord_004656,1008.00,0.00,0.00,1008.00,2026-07-15T14:15:00+05:30,upi,INR,setl_004657,false,,
pay_004692,ord_004693,8443.00,0.00,0.00,8443.00,2026-07-23T21:38:00+05:30,upi,INR,setl_004696,false,,
pay_006334,ord_006335,2912.00,58.24,10.48,2843.28,2026-07-30T16:31:00+05:30,credit_card,INR,setl_006336,false,,
pay_003625,ord_003626,8998.00,80.98,14.58,8902.44,2026-07-28T15:33:00+05:30,debit_card,INR,setl_003627,false,,
pay_002458,ord_002459,9638.00,86.74,15.61,9535.65,2026-07-17T20:45:00+05:30,debit_card,INR,setl_002460,false,,
pay_000682,ord_000683,3879.00,73.70,13.27,3792.03,2026-07-02T20:31:00+05:30,netbanking,INR,setl_000686,false,,
pay_004578,ord_004579,72001.00,1440.02,259.20,70301.78,2026-07-02T14:09:00+05:30,credit_card,INR,setl_004580,false,,
pay_005891,ord_005892,978.00,3.91,0.70,973.39,2026-07-02T09:30:00+05:30,debit_card,INR,setl_005893,false,,
pay_002178,ord_002179,2613.00,52.26,9.41,2551.33,2026-07-17T08:26:00+05:30,wallet,INR,setl_002180,false,,
pay_004975,ord_004976,8023.00,160.46,28.88,7833.66,2026-07-22T17:35:00+05:30,credit_card,INR,setl_004977,false,,
pay_003235,ord_003236,2220.00,0.00,0.00,2220.00,2026-07-28T15:14:00+05:30,upi,INR,setl_003239,false,,
pay_005947,ord_005948,686.00,13.72,2.47,669.81,2026-07-14T18:31:00+05:30,wallet,INR,setl_005951,false,,
pay_004331,ord_004332,5970.00,119.40,21.49,5829.11,2026-07-30T19:31:00+05:30,wallet,INR,setl_004335,false,,
pay_007006,ord_007007,449.00,0.00,0.00,449.00,2026-07-04T13:56:00+05:30,upi,INR,setl_007008,false,,
pay_001169,ord_001170,366.00,7.32,1.32,357.36,2026-07-21T07:15:00+05:30,credit_card,INR,setl_001171,false,,
pay_004270,ord_004271,1104.00,0.00,0.00,1104.00,2026-07-15T11:02:00+05:30,upi,INR,setl_004272,false,,
pay_006440,ord_006441,43737.00,874.74,157.45,42704.81,2026-07-01T21:34:00+05:30,credit_card,INR,setl_006444,false,,
pay_007104,ord_007105,220316.00,0.00,0.00,220316.00,2026-07-20T07:22:00+05:30,upi,INR,setl_007108,false,,
pay_004750,ord_004751,6911.00,138.22,24.88,6747.90,2026-07-29T20:37:00+05:30,credit_card,INR,setl_004752,false,,
pay_000916,ord_000917,85373.00,0.00,0.00,85373.00,2026-07-23T12:19:00+05:30,upi,INR,setl_000918,false,,
pay_000585,ord_000586,99775.00,1895.73,341.23,97538.04,2026-11-05T13:13:00+05:30,netbanking,INR,setl_000587,false,,
pay_004844,ord_004845,8016.00,152.30,27.41,7836.29,2026-07-03T12:07:00+05:30,netbanking,INR,setl_004846,false,,
pay_003244,ord_003245,22060.00,0.00,0.00,22060.00,2026-07-30T18:19:00+05:30,upi,INR,setl_003246,false,,
pay_003402,ord_003403,4876.00,97.52,17.55,4760.93,2026-07-31T14:37:00+05:30,credit_card,INR,setl_003404,false,,
pay_004965,ord_004966,640.00,2.56,0.46,636.98,2026-07-29T08:09:00+05:30,debit_card,INR,setl_004969,false,,
pay_000978,ord_000979,387.00,9.68,1.74,375.58,2026-07-10T20:26:00+05:30,amex,INR,setl_000982,false,,
pay_001016,ord_001017,279.00,0.00,0.00,279.00,2026-07-22T11:13:00+05:30,upi,INR,setl_001020,false,,
pay_004143,ord_004144,9752.00,195.04,35.11,9521.85,2026-07-29T12:25:00+05:30,wallet,INR,setl_004145,false,,
pay_005266,ord_005267,5626.00,50.63,9.11,5566.26,2026-07-29T12:40:00+05:30,debit_card,INR,setl_005268,false,,
pay_007191,ord_007192,3297.00,0.00,0.00,3297.00,2026-07-31T13:32:00+05:30,upi,INR,setl_007195,false,,
pay_005785,ord_005786,815.00,0.00,0.00,815.00,2026-07-15T10:11:00+05:30,upi,INR,setl_005791,false,,
pay_007243,ord_007244,1117.00,21.22,3.82,1091.96,2026-07-31T22:43:00+05:30,netbanking,INR,setl_007245,false,,
pay_006091,ord_006092,4429.00,0.00,0.00,4429.00,2026-07-23T20:47:00+05:30,upi,INR,setl_006094,false,,
pay_005417,ord_005418,132380.17,0.00,0.00,132380.17,2026-07-02T15:44:00+05:30,upi,INR,setl_005421,false,,
pay_005196,ord_005197,273.00,0.00,0.00,273.00,2026-07-21T16:55:00+05:30,upi,INR,setl_005198,false,,
pay_007381,ord_007382,6287.00,125.74,22.63,6138.63,2026-07-22T20:15:00+05:30,wallet,INR,setl_007383,false,,
pay_004298,ord_004299,1659.00,0.00,0.00,1659.00,2026-07-06T14:14:00+05:30,upi,INR,setl_004302,false,,
pay_006945,ord_006946,8939.00,0.00,0.00,8939.00,2026-07-04T15:44:00+05:30,rupay_debit,INR,setl_006948,false,,
pay_003741,ord_003742,99093.00,1981.86,356.73,96754.41,2026-07-03T16:55:00+05:30,credit_card,INR,setl_003745,false,,
pay_007253,ord_007254,88830.00,0.00,0.00,88830.00,2026-07-31T12:51:00+05:30,upi,INR,setl_007255,false,,
pay_002552,ord_002553,89203.00,802.83,144.51,88255.66,2026-07-12T13:26:00+05:30,debit_card,INR,setl_002558,false,,
pay_000908,ord_000909,5212.00,0.00,0.00,5212.00,2026-07-27T17:18:00+05:30,upi,INR,setl_000910,false,,
pay_005695,ord_005696,158722.00,1428.50,257.13,157036.37,2026-07-23T14:49:00+05:30,debit_card,INR,setl_005697,false,,
pay_005957,ord_005958,56708.00,1134.16,204.15,55369.69,2026-07-02T20:42:00+05:30,credit_card,INR,setl_005959,false,,
pay_006160,ord_006161,785262.00,14919.98,2685.60,767656.42,2026-07-08T22:36:00+05:30,netbanking,INR,setl_006167,false,,
pay_007528,ord_007529,964.00,0.00,0.00,964.00,2026-07-29T13:58:00+05:30,upi,INR,setl_007530,false,,
pay_007054,ord_007055,1688.00,0.00,0.00,1688.00,2026-11-05T21:32:00+05:30,upi,INR,setl_007056,false,,
pay_006472,ord_006473,8211.00,0.00,0.00,8211.00,2026-07-31T20:27:00+05:30,upi,INR,setl_006474,false,,
pay_001086,ord_001087,15334.00,138.01,24.84,15171.15,2026-07-29T12:58:00+05:30,debit_card,INR,setl_001088,false,,
pay_006879,ord_006880,451.00,8.57,1.54,440.89,2026-07-22T17:01:00+05:30,netbanking,INR,setl_006881,false,,
pay_006980,ord_006981,9932.00,198.64,35.76,9697.60,2026-07-17T20:21:00+05:30,credit_card,INR,setl_006984,false,,
pay_004258,ord_004259,68961.00,0.00,0.00,68961.00,2026-07-05T23:45:00Z,upi,INR,setl_004260,false,,
pay_005532,ord_005533,784.00,0.00,0.00,784.00,2026-07-17T16:28:00+05:30,upi,INR,setl_005537,false,,
pay_001167,ord_001168,588008.00,11172.15,2010.99,574824.86,2026-07-21T07:33:00+05:30,netbanking,INR,setl_001171,false,,
pay_006782,ord_006783,724.00,14.48,2.61,706.91,2026-07-13T20:35:00+05:30,credit_card,INR,setl_006784,false,,
pay_003330,ord_003331,690.00,13.11,2.36,674.53,2026-07-21T13:28:00+05:30,netbanking,INR,setl_003332,false,,
pay_004573,ord_004574,3322.00,0.00,0.00,3322.00,2026-07-02T08:30:00+05:30,upi,INR,setl_004575,false,,
pay_006081,ord_006082,838.00,0.00,0.00,838.00,2026-07-28T20:25:00+05:30,upi,INR,setl_006083,false,,
pay_002741,ord_002742,563.00,2.25,0.41,560.34,2026-07-05T22:10:00+05:30,debit_card,INR,setl_002743,false,,
pay_003650,ord_003651,7286.00,0.00,0.00,7286.00,2026-07-22T20:08:00+05:30,upi,INR,setl_003656,false,,
pay_001300,ord_001301,30522.00,0.00,0.00,30522.00,2026-07-08T16:09:00+05:30,upi,INR,setl_001302,false,,
pay_001155,ord_001156,32103.00,609.96,109.79,31383.25,2026-07-20T15:03:00+05:30,netbanking,INR,setl_001157,false,,
pay_004563,ord_004564,7024.00,140.48,25.29,6858.23,2026-07-02T15:58:00+05:30,credit_card,INR,setl_004565,false,,
pay_003894,ord_003895,50318.00,0.00,0.00,50318.00,2026-07-17T14:38:00+05:30,upi,INR,setl_003900,false,,
pay_005624,ord_005625,5488.00,49.39,8.89,5429.72,2026-07-03T21:46:00+05:30,debit_card,INR,setl_005628,false,,
pay_005816,ord_005817,593.00,0.00,0.00,593.00,2026-07-13T10:51:00+05:30,upi,INR,setl_005818,false,,
pay_001060,ord_001061,7382.00,0.00,0.00,7382.00,2026-07-10T08:39:00+05:30,upi,INR,setl_001062,false,,
pay_006442,ord_006443,271.00,5.42,0.98,264.60,2026-07-01T17:15:00+05:30,wallet,INR,setl_006444,false,,
pay_006813,ord_006814,4917.00,0.00,0.00,4917.00,2026-07-30T12:20:00+05:30,upi,INR,setl_006815,false,,
pay_004999,ord_005000,4978.00,0.00,0.00,4978.00,2026-07-03T22:49:00+05:30,upi,INR,setl_005001,false,,
pay_007635,ord_007636,9753.00,0.00,0.00,9753.00,2026-07-27T08:23:00+05:30,upi,INR,setl_007637,false,,
pay_004607,ord_004608,8168.00,73.51,13.23,8081.26,2026-07-27T10:05:00+05:30,debit_card,INR,setl_004609,false,,
pay_006539,ord_006540,5195.00,0.00,0.00,5195.00,2026-07-03T17:13:00+05:30,upi,INR,setl_006543,false,,
pay_006789,ord_006790,1134.00,4.54,0.82,1128.64,2026-07-30T18:13:00+05:30,debit_card,INR,setl_006791,false,,
pay_000671,ord_000672,55613.00,0.00,0.00,55613.00,2026-07-29T19:17:00+05:30,upi,INR,setl_000673,false,,
pay_003466,ord_003467,788.00,3.15,0.57,784.28,2026-07-10T23:45:00Z,debit_card,INR,setl_003468,false,,
pay_006673,ord_006674,1823.00,45.58,8.20,1769.22,2026-07-10T13:45:00+05:30,amex,INR,setl_006677,false,,
pay_001946,ord_001947,793.00,15.07,2.71,775.22,2026-07-29T13:16:00+05:30,netbanking,INR,setl_001952,false,,
pay_005549,ord_005550,799.00,0.00,0.00,799.00,2026-07-12T07:39:00+05:30,upi,INR,setl_005551,false,,
pay_000518,ord_000519,227.00,0.00,0.00,227.00,2026-07-22T17:35:00+05:30,upi,INR,setl_000522,false,,
pay_002954,ord_002955,6863.00,0.00,0.00,6863.00,2026-07-27T10:02:00+05:30,upi,INR,setl_002959,false,,
pay_002520,ord_002521,75899.00,0.00,0.00,75899.00,2026-07-09T11:07:00+05:30,upi,INR,setl_002522,false,,
pay_000965,ord_000966,7130.00,64.17,11.55,7054.28,2026-07-02T19:49:00+05:30,debit_card,INR,setl_000967,false,,
pay_003785,ord_003786,4074.00,36.67,6.60,4030.73,2026-07-08T21:02:00+05:30,debit_card,INR,setl_003791,false,,
pay_006162,ord_006163,718.00,14.36,2.58,701.06,2026-07-08T13:15:00+05:30,credit_card,INR,setl_006167,false,,
pay_000614,ord_000615,817.00,0.00,0.00,817.00,2026-07-31T09:29:00+05:30,upi,INR,setl_000616,false,,
pay_004623,ord_004624,1392.00,34.80,6.26,1350.94,2026-07-24T10:38:00+05:30,amex,INR,setl_004625,false,,
pay_004080,ord_004081,5875.00,52.88,9.52,5812.60,2026-07-10T07:00:00+05:30,debit_card,INR,setl_004082,false,,
pay_006685,ord_006686,6227.00,118.31,21.30,6087.39,2026-07-08T10:35:00+05:30,netbanking,INR,setl_006687,false,,
pay_000636,ord_000637,501.00,0.00,0.00,501.00,2026-07-10T22:24:00+05:30,upi,INR,setl_000638,false,,
pay_000198,ord_000199,877774.00,7899.97,1421.99,868452.04,2026-07-02T23:45:00Z,debit_card,INR,setl_000200,false,,
pay_005327,ord_005328,3892.00,0.00,0.00,3892.00,2026-07-19T13:59:00+05:30,upi,INR,setl_005329,false,,
pay_000357,ord_000358,170.00,3.40,0.61,165.99,2026-07-10T19:37:00+05:30,credit_card,INR,setl_000359,false,,
pay_006164,ord_006165,215.00,4.30,0.77,209.93,2026-07-08T18:14:00+05:30,credit_card,INR,setl_006167,false,,
pay_004518,ord_004519,673.00,12.79,2.30,657.91,2026-07-24T13:21:00+05:30,netbanking,INR,setl_004524,false,,
pay_004228,ord_004229,63301.00,1266.02,227.88,61807.10,2026-07-01T07:13:00+05:30,wallet,INR,setl_004230,false,,
pay_002685,ord_002686,49063.00,981.26,176.63,47905.11,2026-07-14T13:43:00+05:30,credit_card,INR,setl_002691,false,,
pay_000189,ord_000190,1265.00,0.00,0.00,1265.00,2026-07-07T14:52:00+05:30,upi,INR,setl_000193,false,,
pay_002513,ord_002514,985.00,24.63,4.43,955.94,2026-07-11T20:17:00+05:30,amex,INR,setl_002515,false,,
pay_003928,ord_003929,82439.00,741.95,133.55,81563.50,2026-07-07T14:19:00+05:30,debit_card,INR,setl_003931,false,,
pay_005284,ord_005285,89104.00,0.00,0.00,89104.00,2026-07-29T15:12:00+05:30,upi,INR,setl_005288,false,,
pay_003844,ord_003845,174.00,0.00,0.00,174.00,2026-07-22T11:05:00+05:30,upi,INR,setl_003846,false,,
pay_000010,ord_000011,50994.00,968.89,174.40,49850.71,2026-07-10T16:39:00+05:30,netbanking,INR,setl_000014,false,,
pay_004135,ord_004136,5000.00,100.00,18.00,4882.00,2026-07-29T20:35:00+05:30,wallet,INR,setl_004137,false,,
pay_006703,ord_006704,39500.00,987.50,177.75,38334.75,2026-07-21T10:06:00+05:30,amex,INR,setl_006707,false,,
pay_001117,ord_001118,356.00,6.76,1.22,348.02,2026-07-06T08:47:00+05:30,netbanking,INR,setl_001120,false,,
pay_003421,ord_003422,224441.00,4488.82,807.99,219144.19,2026-07-29T21:53:00+05:30,credit_card,INR,setl_003425,false,,
pay_003569,ord_003570,635710.00,12078.49,2174.13,621457.38,2026-07-28T13:26:00+05:30,netbanking,INR,setl_003571,false,,
pay_000904,ord_000905,427494.00,0.00,0.00,427494.00,2026-07-27T08:28:00+05:30,rupay_debit,INR,setl_000910,false,,
pay_004821,ord_004822,541.00,0.00,0.00,541.00,2026-07-02T15:13:00+05:30,upi,INR,setl_004825,false,,
pay_003555,ord_003556,927417.00,0.00,0.00,927417.00,2026-07-23T08:16:00+05:30,upi,INR,setl_003561,false,,
pay_001785,ord_001786,985.00,0.00,0.00,985.00,2026-07-27T13:44:00+05:30,upi,INR,setl_001789,false,,
pay_005949,ord_005950,180.00,3.60,0.65,175.75,2026-07-14T18:15:00+05:30,credit_card,INR,setl_005951,false,,
pay_004871,ord_004872,77007.00,1463.13,263.36,75280.51,2026-07-13T11:58:00+05:30,netbanking,INR,setl_004873,false,,
pay_002053,ord_002054,41456.00,0.00,0.00,41456.00,2026-07-17T12:55:00+05:30,upi,INR,setl_002055,false,,
pay_000028,ord_000029,65012.00,1235.23,222.34,63554.43,2026-07-27T15:09:00+05:30,netbanking,INR,setl_000032,false,,
pay_004722,ord_004723,3275.00,65.50,11.79,3197.71,2026-07-16T07:15:00+05:30,credit_card,INR,setl_004724,false,,
pay_004932,ord_004933,177555.77,1598.00,287.64,175670.13,2026-07-07T18:07:00+05:30,debit_card,INR,setl_004936,false,,
pay_001327,ord_001328,4537.00,0.00,0.00,4537.00,2026-07-23T07:25:00+05:30,upi,INR,setl_001332,false,,
pay_007834,ord_007835,9698.00,0.00,0.00,9698.00,2026-07-17T08:42:00+05:30,upi,INR,setl_007836,false,,
pay_004685,ord_004686,885382.00,7968.44,1434.32,875979.24,2026-07-07T16:34:00+05:30,debit_card,INR,setl_004687,false,,
pay_007712,ord_007713,963.00,3.85,0.69,958.46,2026-07-27T07:48:00+05:30,debit_card,INR,setl_007715,false,,
pay_005983,ord_005984,7519.00,0.00,0.00,7519.00,2026-07-17T16:30:00+05:30,upi,INR,setl_005985,false,,
pay_005127,ord_005128,8271.00,74.44,13.40,8183.16,2026-07-30T09:27:00+05:30,debit_card,INR,setl_005131,false,,
pay_006466,ord_006467,47206.46,0.00,0.00,47206.46,2026-07-25T16:31:00+05:30,upi,INR,setl_006468,false,,
pay_004793,ord_004794,932.00,18.64,3.36,910.00,2026-07-24T09:53:00+05:30,credit_card,INR,setl_004795,false,,
pay_002160,ord_002161,2910.00,26.19,4.71,2879.10,2026-07-17T19:23:00+05:30,debit_card,INR,setl_002164,false,,
pay_004714,ord_004715,20425.00,183.83,33.09,20208.08,2026-07-19T08:28:00+05:30,debit_card,INR,setl_004716,false,,
pay_001685,ord_001686,62854.99,0.00,0.00,62854.99,2026-07-14T13:31:00+05:30,upi,INR,setl_001687,false,,
pay_005144,ord_005145,8276.00,0.00,0.00,8276.00,2026-07-22T09:01:00+05:30,rupay_debit,INR,setl_005146,false,,
pay_002580,ord_002581,283.00,0.00,0.00,283.00,2026-07-17T09:33:00+05:30,upi,INR,setl_002582,false,,
pay_004548,ord_004549,360.00,0.00,0.00,360.00,2026-07-27T07:32:00+05:30,upi,INR,setl_004552,false,,
pay_002503,ord_002504,155818.25,3116.37,560.95,152140.93,2026-07-29T16:01:00+05:30,credit_card,INR,setl_002505,false,,
pay_004113,ord_004114,65982.00,593.84,106.89,65281.27,2026-07-09T09:28:00+05:30,debit_card,INR,setl_004117,false,,
pay_005987,ord_005988,4380.00,87.60,15.77,4276.63,2026-07-17T16:22:00+05:30,credit_card,INR,setl_005989,false,,
pay_002142,ord_002143,353.00,0.00,0.00,353.00,2026-07-21T17:13:00+05:30,upi,INR,setl_002146,false,,
pay_001745,ord_001746,737064.00,0.00,0.00,737064.00,2026-07-24T13:21:00+05:30,upi,INR,setl_001747,false,,
pay_004243,ord_004244,2848.00,0.00,0.00,2848.00,2026-07-01T10:21:00+05:30,upi,INR,setl_004245,false,,
pay_003033,ord_003034,947.00,0.00,0.00,947.00,2026-07-24T18:23:00+05:30,upi,INR,setl_003035,false,,
pay_002781,ord_002782,720696.00,14413.92,2594.51,703687.57,2026-07-13T10:01:00+05:30,credit_card,INR,setl_002783,false,,
pay_007012,ord_007013,103953.39,2079.07,374.23,101500.09,2026-07-31T18:59:00+05:30,credit_card,INR,setl_007014,false,,
pay_004319,ord_004320,1409.00,0.00,0.00,1409.00,2026-07-30T20:12:00+05:30,upi,INR,setl_004323,false,,
pay_006217,ord_006218,2259.00,45.18,8.13,2205.69,2026-07-07T07:57:00+05:30,wallet,INR,setl_006219,false,,
pay_001317,ord_001318,81680.75,1633.62,294.05,79753.08,2026-07-09T11:21:00+05:30,wallet,INR,setl_001319,false,,
pay_002151,ord_002152,7230.00,144.60,26.03,7059.37,2026-07-31T09:52:00+05:30,credit_card,INR,setl_002155,false,,
pay_000049,ord_000050,732.00,0.00,0.00,732.00,2026-07-24T18:56:00+05:30,upi,INR,setl_000051,false,,
pay_006148,ord_006149,6762.00,0.00,0.00,6762.00,2026-07-24T10:46:00+05:30,upi,INR,setl_006154,false,,
pay_003355,ord_003356,7816.00,0.00,0.00,7816.00,2026-07-09T21:21:00+05:30,upi,INR,setl_003357,false,,
pay_001895,ord_001896,9623.00,0.00,0.00,9623.00,2026-07-08T22:55:00+05:30,upi,INR,setl_001897,false,,
pay_002654,ord_002655,2297.00,45.94,8.27,2242.79,2026-07-06T18:00:00+05:30,credit_card,INR,setl_002658,false,,
pay_001581,ord_001582,537.00,2.15,0.39,534.46,2026-07-27T20:49:00+05:30,debit_card,INR,setl_001583,false,,
pay_004842,ord_004843,670401.00,13408.02,2413.44,654579.54,2026-07-03T09:51:00+05:30,credit_card,INR,setl_004846,false,,
pay_006360,ord_006361,165746.14,4143.65,745.86,160856.63,2026-07-30T17:19:00+05:30,emi,INR,setl_006362,false,,
pay_006908,ord_006909,425675.00,8087.83,1455.81,416131.36,2026-07-30T14:20:00+05:30,netbanking,INR,setl_006912,false,,
pay_000020,ord_000021,5983.00,113.68,20.46,5848.86,2026-07-30T08:41:00+05:30,netbanking,INR,setl_000022,false,,
pay_007158,ord_007159,955.00,0.00,0.00,955.00,2026-07-07T14:58:00+05:30,upi,INR,setl_007161,false,,
pay_000414,ord_000415,2314.00,0.00,0.00,2314.00,2026-07-17T07:11:00+05:30,upi,INR,setl_000416,false,,
pay_006203,ord_006204,978.00,24.45,4.40,949.15,2026-07-06T07:42:00+05:30,emi,INR,setl_006207,false,,
pay_006827,ord_006828,1879.00,37.58,6.76,1834.66,2026-07-22T17:25:00+05:30,credit_card,INR,setl_006829,false,,
pay_006306,ord_006307,326.00,0.00,0.00,326.00,2026-07-09T10:35:00+05:30,upi,INR,setl_006310,false,,
pay_003012,ord_003013,861.00,0.00,0.00,861.00,2026-07-22T21:08:00+05:30,upi,INR,setl_003016,false,,
pay_006641,ord_006642,522091.00,0.00,0.00,522091.00,2026-07-12T09:47:00+05:30,upi,INR,setl_006647,false,,
pay_000143,ord_000144,534.00,10.68,1.92,521.40,2026-07-09T13:44:00+05:30,credit_card,INR,setl_000147,false,,
pay_003937,ord_003938,2573.00,0.00,0.00,2573.00,2026-07-31T21:21:00+05:30,upi,INR,setl_003941,false,,
pay_007145,ord_007146,9738.00,0.00,0.00,9738.00,2026-07-13T08:36:00+05:30,rupay_debit,INR,setl_007148,false,,
pay_004219,ord_004220,3602.00,72.04,12.97,3516.99,2026-07-07T15:02:00+05:30,credit_card,INR,setl_004223,false,,
