line_id,value_date,narration,amount,balance,bank_ref,currency
bank_005101,2026-11-09,BY TRANSFER-NEFT*AXIS0006442*AXISP05323192672*RAZORPAY SOFTWARE,"3,145.00","8,31,59,772.16",AXIS3247865,INR
bank_000819,14-Jul-2026,RTGS CONSOLIDATED PAYOUT RAZORPAY 5 BATCHES,354513.02,13572993.55,ICICI4330195,INR
bank_004690,2026-07-10,BY TRANSFER-NEFT*AXIS0006357*AXISP68513492863*RAZORPAY SOFTWARE,"15,96,028.49","7,65,48,973.29",AXIS1489712,INR
bank_006758,27-Jul-2026,MMT/IMPS/ICICR90718652759/Settlement/RAZORPAY/595623892,30891.10,105925751.04,ICICI4061066,INR
bank_000863,14-Jul-2026,MMT/IMPS/ICICR01856651281/Settlement/RAZORPAY/673894687,34605.01,13674820.36,ICICI7520025,INR
bank_003553,06-Jul-2026,INB MMT/IMPS/ICICR04185210286/Settlement/RAZORPAY/398109290 BAL 96344423 06072026,91457.00,55386294.46,ICICI4713970,INR
bank_006875,09/07/2026,NEFT-HDFCN50074514377-RAZORPAY SOFTWARE PRIVATE LIMITED-987715205,166.59,"10,69,32,235.37",HDFC1932900,INR
bank_006869,03-07-2026,NEFT CR RAZORPAY SOFTWARE PVT LTD 030726,5193.14,106932068.78,SBI4413507,INR
bank_006582,2026-07-03,CMS BY TRANSFER-NEFT*AXIS0007842*AXISP66684731791*RAZORPAY SOFTWARE BAL 34580896 03072026,334.00,"10,38,81,643.93",AXIS7420045,INR
bank_005003,07-Jul-2026,ACH C- MMT/IMPS/ICICR34161231058/Settlement/RAZORPAY/506009109 BAL 86081831 07072026,4978.00,81605318.36,ICICI1397526,INR
bank_006098,27-Jul-2026,MMT/IMPS/ICICR33750113240/Settlement/RAZORPAY/377210316,6964.79,97378889.35,ICICI3854318,INR
bank_004375,2026-07-09,NEFT CR RAZORPAY SOFTWARE PVT LTD 090726,"59,028.68","6,96,50,753.36",AXIS3798046,INR
bank_005801,09-Nov-2026,MMT/IMPS/ICICR07565704595/Settlement/RAZORPAY/135256849,857.93,93983704.91,ICICI7267229,INR
bank_003275,2026-07-16,BY TRANSFER-NEFT*AXIS0004525*AXISP65753865087*RAZORPAY SOFTWARE,"4,055.11","5,18,14,050.68",AXIS8374865,INR
bank_003490,01-Jul-2026,INTER ACCOUNT SWEEP FROM OD ACCOUNT,319620.98,54473118.54,ICICI8020097,INR
bank_002833,07-08-2026,TRANSFER FROM SBINR12786528505 RAZORPAY SOFT PVT LTD REF 534666676,915.04,44641788.89,SBI5322204,INR
bank_005572,14/07/2026,NEFT-HDFCN40771794633-RAZORPAY SOFTWARE PRIVATE LIMITED-652604272,"1,87,809.56","9,02,31,723.19",HDFC3869495,INR
bank_000961,15-07-2026,NEFT INWARD RAZORPAY SOFTWARE PRIVATE LIMITED,929.74,15652922.41,SBI9428871,INR
bank_000583,09-07-2026,TRANSFER FROM SBINR67305256076 RAZORPAY SOFT PVT LTD REF 666675865,2684.00,11076740.59,SBI4443701,INR
bank_007268,13-07-2026,RTGS-SBINR04069765442-RAZORPAY PART 2 OF 2,131408.27,111685384.41,SBI4401337,INR
bank_006833,2026-07-24,BY TRANSFER-NEFT*AXIS0007152*AXISP95632190955*RAZORPAY SOFTWARE,"6,922.37","10,59,85,828.87",AXIS3264747,INR
bank_005304,21-07-2026,TRANSFER FROM SBINR97666945916 RAZORPAY SOFT PVT LTD REF 259482142,5572.32,85505553.76,SBI7349930,INR
bank_007291,15-Jul-2026,NEFT CR RAZORPAY SOFTWARE PVT LTD 150726,6889.00,111854390.55,ICICI7236279,INR
bank_002092,14-07-2026,TRANSFER FROM SBINR42624548544 RAZORPAY SOFT PVT LTD REF 594971879,21566.72,35626693.54,SBI2872900,INR
bank_005134,04-Aug-2026,MMT/IMPS/ICICR42023761739/Settlement/RAZORPAY/863259559,8521.56,83240418.38,ICICI1774590,INR
bank_002872,07-Jul-2026,MMT/IMPS/ICICR04612093324/Settlement/RAZORPAY/991875867,9053.37,45517538.10,ICICI5663925,INR
bank_007706,2026-07-30,INTEREST CREDIT SAVINGS ACCOUNT QUARTERLY,"4,32,619.13","11,68,73,286.62",AXIS3908246,INR
bank_002650,22/07/2026,BY TRF NEFT-HDFCN70765836290-RAZORPAY SOFTWARE PRIVATE LIMITED-553452074 BAL 22236003 22072026,"4,99,289.51","4,28,01,590.39",HDFC5806138,INR
bank_003398,07-Jul-2026,MMT/IMPS/ICICR97018776087/Settlement/RAZORPAY/389399534,176.00,53307558.47,ICICI9469565,INR
bank_000362,2026-07-14,BY TRANSFER-NEFT*AXIS0007022*AXISP27456486774*RAZORPAY SOFTWARE,674.99,"70,95,666.61",AXIS9636218,INR
bank_001813,17/07/2026,NEFT-HDFCN7211368,"3,207.61","3,13,64,807.37",HDFC5840252,INR
bank_003068,23-Jul-2026,RTGS INWARD WORKING CAPITAL DISBURSAL 382318501,60571.16,49322214.61,ICICI9321586,INR
bank_002086,2026-07-10,BY TRANSFER-NEFT*AXIS0009407*AXISP06197069620*RAZORPAY SOFTWARE,852.95,"3,56,05,126.82",AXIS7968467,INR
bank_002568,20-Jul-2026,MMT/IMPS/ICICR03400897141/Settlement/RAZORPAY/129074378,94848.00,42131846.10,ICICI4571212,INR
bank_006512,28/07/2026,NEFT-HDFCN76176389601-RAZORPAY SOFTWARE PRIVATE LIMITED-800723769,"55,613.99","10,31,62,300.74",HDFC3908370,INR
bank_000874,2026-07-21,BY TRANSFER-NEFT*AXIS0005543*AXISP30338159888*RAZORPAY SOFTWARE,"8,311.78","1,36,86,060.36",AXIS4840549,INR
bank_000115,06-07-2026,TRANSFER FROM SBINR91921,821.00,2756720.67,SBI3669215,INR
bank_001044,22-Jul-2026,MMT/IMPS/ICICR56269618109/Settlement/RAZORPAY/708415378,457707.70,17750976.81,ICICI1072328,INR
bank_007646,03-07-2026,CMS TRANSFER FROM SBINR86483749672 RAZORPAY SOFT PVT LTD REF 812428035 BAL 56826791 03072026,76238.60,115598175.78,SBI3698348,INR
bank_001925,28/07/2026,RTGS CONSOLIDATED PAYOUT RAZORPAY 3 BATCHES,"4,78,578.25","3,26,09,677.38",HDFC4453410,INR
bank_007466,2026-07-31,BY TRANSFER-NEFT*AXIS0009121*AXISP05907138545*RAZORPAY SOFTWARE,"6,048.14","11,37,03,806.42",AXIS5349491,INR
bank_005018,2026-07-17,NEFT CR RAZORPAY SOFTWARE PVT LTD 170726,"55,847.51","8,16,61,464.87",AXIS3223805,INR
bank_005157,24/07/2026,RTGS CONSOLIDATED PAYOUT RAZORPAY 3 BATCHES,"38,617.00","8,37,86,644.38",HDFC8237109,INR
bank_007640,29-Jul-2026,BY TRF MMT/IMPS/ICICR21494898731/Settlement/RAZORPAY/534760914 BAL 52625545 29072026,19413.00,115521937.18,ICICI9757373,INR
bank_002866,2026-07-03,CMS BY TRANSFER-NEFT*AXIS0006158*AXISP46031699166*RAZORPAY SOFTWARE BAL 42005859 03072026,"28,124.00","4,55,08,484.73",AXIS3445426,INR
bank_005463,31-07-2026,BY TRF TRANSFER FROM SBINR80076475701 RAZORPAY SOFT PVT LTD REF 406262652 BAL 25187347 31072026,974.00,89177821.11,SBI7763226,INR
bank_001638,20/07/2026,NEFT-HDFCN30199624973-RAZORPAY SOFTWARE PRIVATE LIMITED-684304967,"30,156.00","2,78,51,393.70",HDFC5892283,INR
bank_005373,28-Jul-2026,MMT/IMPS/ICICR66985000324/Settlement/RAZORPAY/960057893,394413.64,86708055.91,ICICI6872821,INR
bank_000301,2026-07-22,BY TRANSFER-NEFT*AXIS0008028*AXISP98921817815*RAZORPAY SOFTWARE,"8,50,541.52","65,02,432.38",AXIS3369595,INR
bank_002075,27/07/2026,NEFT-HDFCN27114474653-RAZORPAY SOFTWARE PRIVATE LIMITED-851916069,"1,64,353.37","3,55,74,063.87",HDFC5209498,INR
bank_003102,27/07/2026,NEFT-HDFCN28617761317-RAZORPAY SOFTWARE PRIVATE LIMITED-117797345,"1,88,459.48","4,98,01,478.53",HDFC7349130,INR
bank_003254,2026-07-17,BY TRANSFER-NEFT*AXIS0002776*AXISP707774,"2,82,500.00","5,18,03,689.70",AXIS8937079,INR
bank_005667,03/07/2026,NEFT-HDFCN31431405932-RAZORPAY SOFTWARE PRIVATE LIMITED-427035940,"47,116.16","9,18,98,015.16",HDFC4754948,INR
bank_006396,13-Jul-2026,MMT/IMPS/ICICR92451564693/Settlement/RAZORPAY/734733032,5438.66,100873889.82,ICICI2031733,INR
bank_005163,2026-07-06,ACH C- BY TRANSFER-NEFT*AXIS0003356*AXISP82467702928*RAZORPAY SOFTWARE BAL 19484345 06072026,654.00,"8,37,87,298.38",AXIS3291550,INR
bank_006546,07-07-2026,TRANSFER FROM SBINR26040582312 RAZORPAY SOFT PVT LTD REF 853709202,10431.00,103182665.49,SBI2604496,INR
bank_007577,15-07-2026,RTGS CONSOLIDATED PAYOUT RAZORPAY 6 BATCHES,113731.10,115077197.42,SBI6101311,INR
bank_007758,2026-07-21,RTGS-AXISP05041435159-RAZORPAY PART 2 OF 2,"1,94,279.94","11,89,18,976.81",AXIS4443719,INR
bank_006621,29-Jul-2026,MMT/IMPS/ICICR57973901429/Settlement/RAZORPAY/668754528,3733.97,104067729.21,ICICI6486722,INR
bank_006085,2026-07-30,BY TRANSFER-NEFT*AXIS0006694*AXISP36211730366*RAZORPAY SOFTWARE,838.00,"9,73,71,924.56",AXIS1842870,INR
bank_001336,27/07/2026,NEFT-HDFCN95514189930-RAZORPAY SOFTWARE PRIVATE LIMITED-985004444,"9,430.00","2,26,11,472.72",HDFC5509778,INR
bank_003976,28-Jul-2026,RTGS CONSOLIDATED PAYOUT RAZORPAY 3 BATCHES,805872.78,66531728.61,ICICI1471051,INR
bank_007415,31/07/2026,NEFT-HDFCN82815701114-RAZORPAY SOFTWARE PRIVATE LIMITED-378712637,322.18,"11,30,01,850.43",HDFC7143771,INR
bank_001722,14/07/2026,NEFT-HDFCN10506152729-RAZORPAY SOFTWARE PRIVATE LIMITED-158433051,"8,207.77","2,96,91,815.12",HDFC9764377,INR
bank_003595,04/08/2026,CMS NEFT-HDFCN17237889682-RAZORPAY SOFTWARE PRIVATE LIMITED-300588564 BAL 89119713 04082026,"9,06,826.46","5,81,46,645.87",HDFC5662900,INR
bank_004050,14-Jul-2026,MMT/IMPS/ICICR66904374266/Settlement/RAZORPAY/574908639,32698.18,67128596.80,ICICI2293639,INR
bank_006924,2026-07-28,BY TRANSFER-NEFT*AXIS0003912*AXISP88325458955*RAZORPAY SOFTWARE,"5,98,891.00","10,83,65,397.72",AXIS8870220,INR
bank_007682,27/07/2026,NEFT-HDFCN68214126055-RAZORPAY SOFTWARE PRIVATE LIMITED-344625164,"3,379.00","11,61,00,335.82",HDFC8618952,INR
bank_002196,14-Jul-2026,MMT/IMPS/ICICR96980971688/Settlement/RAZORPAY/168961658,769.40,36951901.63,ICICI9745998,INR
bank_001406,2026-07-14,NEFT CR RAZORPAY SOFTWARE PVT LTD 140726,798.00,"2,40,45,581.52",AXIS2625089,INR
bank_003122,2026-07-27,BY TRANSFER-NEFT*AXIS0005438*AXISP38239143741*RAZORPAY SOFTWARE,"6,775.00","5,00,36,617.70",AXIS6965756,INR
bank_002428,06-Jul-2026,MMT/IMPS/ICICR97850902763/Settlement/RAZORPAY/784620724,1666.34,40643964.22,ICICI4612033,INR
bank_005676,2026-07-15,BY TRANSFER-NEFT*AXIS0008076*AXISP83637517968*RAZORPAY SOFTWARE,"4,821.68","9,19,02,836.84",AXIS3340858,INR
bank_004410,09/07/2026,NEFT-HDFCN63404932604-RAZORPAY SOFTWARE PRIVATE LIMITED-704086633,899.26,"6,96,63,301.01",HDFC9868616,INR
bank_006211,2026-07-08,BY TRANSFER-NEFT*AXIS0008966*AXISP46571450794*RAZORPAY SOFTWARE,"2,102.15","9,88,08,369.04",AXIS6287930,INR
bank_006177,09-11-2026,TRANSFER FROM SBINR85634073353 RAZORPAY SOFT PVT LTD REF 921845746,8083.23,98798215.37,SBI4933991,INR
bank_003589,28-07-2026,TRANSFER FROM SBINR75651709275 RAZORPAY SOFT PVT LTD REF 417319298,7670.00,57239819.41,SBI8891515,INR
bank_000565,07-07-2026,NEFT CR RAZORPAY SOFTWARE PVT LTD 070726,83549.37,11044765.92,SBI9045512,INR
bank_005558,03-Aug-2026,MMT/IMPS/ICICR46619166999/Settlement/RAZORPAY/385748342,530237.93,90043400.06,ICICI6139327,INR
bank_007188,2026-07-31,NEFT INWARD RVSL4914931505 RAZORPAY SOFTWARE,"86,593.81","11,02,56,259.82",AXIS1088264,INR
bank_007844,07-Jul-2026,MMT/IMPS/ICICR73526129329/Settlement/RAZORPAY/229214431,34722.00,119662763.03,ICICI6524040,INR
bank_002258,03-07-2026,NEFT INWARD RVSL7792413768 RAZORPAY SOFTWARE,199246.68,38571770.55,SBI5719520,INR
bank_004875,15-07-2026,RTGS CONSOLIDATED PAYOUT RAZORPAY 3 BATCHES,77956.05,79445264.10,SBI2491597,INR
bank_000006,2026-11-09,BY TRANSFER-NEFT*AXIS0008058*AXISP74659198193*RAZORPAY SOFTWARE,"8,513.00","4,58,513.00",AXIS7270799,INR
bank_002032,06/07/2026,CMS NEFT-HDFCN69908134561-RAZORPAY SOFTWARE PRIVATE LIMITED-187009117 BAL 20177272 06072026,"6,75,655.00","3,52,35,353.06",HDFC1837086,INR
bank_004668,2026-08-04,BY TRANSFER-NEFT*AXIS0002595*AXISP07132448097*RAZORPAY SOFTWARE,"5,021.94","7,49,17,735.38",AXIS5047558,INR
bank_005325,29-Jul-2026,INB MMT/IMPS/ICICR32684440005/Settlement/RAZORPAY/513043932 BAL 94695319 29072026,3972.93,85521024.78,ICICI9401811,INR
bank_005700,27-07-2026,TRANSFER FROM SBINR08928682241 RAZORPAY SOFT PVT LTD REF 789763720,166736.90,92130490.46,SBI5155526,INR
bank_005505,10-Jul-2026,NEFT CR RAZORPAY SOFTWARE PVT LTD 100726,6082.00,89269372.76,ICICI2320989,INR
bank_003762,09/11/2026,NEFT-HDFCN73121192603-RAZORPAY SOFTWARE PRIVATE LIMITED-823854138,"92,122.25","6,14,90,622.16",HDFC3840452,INR
bank_000026,01-Jul-2026,INTEREST CREDIT SAVINGS ACCOUNT QUARTERLY,101058.04,616234.31,ICICI2246381,INR
bank_005862,30-Jul-2026,MMT/IMPS/ICICR17258170975/Settlement/RAZORPAY/279742943,1713.58,95382109.26,ICICI9810357,INR
bank_004196,28/07/2026,NEFT-HDFCN19986794497-RAZORPAY SOFTWARE PRIVATE LIMITED-777290298,"74,896.80","6,85,49,238.05",HDFC5925730,INR
bank_000280,2026-07-22,BY TRANSFER-NEFT*AXIS0007913*AXISP26434345891*RAZORPAY SOFTWARE,"5,602.00","56,44,201.12",AXIS9222887,INR
bank_003446,2026-07-14,BY TRANSFER-NEFT*AXIS0001091*AXISP93474640982*RAZORPAY SOFTWARE,"74,382.51","5,39,67,642.64",AXIS3303729,INR
bank_003124,30-07-2026,NEFT INWARD RVSL1773015261 RAZORPAY SOFTWARE,196306.54,50232924.24,SBI8630706,INR
bank_002548,06-Jul-2026,MMT/IMPS/ICICR55346513243/Settlement/RAZORPAY/555400751,58837.88,41938806.62,ICICI9608092,INR
bank_000499,03-08-2026,TRANSFER FROM SBINR69671448744 RAZORPAY SOFT PVT LTD REF 240101426,744.00,9730865.04,SBI6305868,INR
bank_001792,29-07-2026,TRANSFER FROM SBINR84719227830 RAZORPAY SOFT PVT LTD REF 560654362,1977.00,31267990.63,SBI3645197,INR
bank_006651,14-07-2026,TRANSFER FROM SBINR58946123166 RAZORPAY SOFT PVT LTD REF 813697269,529338.00,104605059.08,SBI4137356,INR
bank_003340,2026-07-23,BY TRANSFER-NEFT*AXIS0009824*AXISP09016768934*RAZORPAY SOFTWARE,"97,446.15","5,31,39,374.48",AXIS9925726,INR
bank_003861,03/08/2026,NEFT-HDFCN14439000377-RAZORPAY SOFTWARE PRIVATE LIMITED-384677618,"3,483.11","6,40,99,146.61",HDFC3444193,INR
bank_005895,2026-07-06,BY TRANSFER-NEFT*AXIS0005753*AXISP26602249855*RAZORPAY SOFTWARE,973.40,"9,56,56,808.34",AXIS2801254,INR
bank_004348,15-07-2026,TRANSFER FROM SBINR73206448489 RAZORPAY SOFT PVT LTD REF 152108976,68192.39,69460001.66,SBI9492000,INR
bank_001659,28-Jul-2026,MMT/IMPS/ICICR8455,975162.00,28827897.04,ICICI8201805,INR
bank_002562,15/07/2026,NEFT-HDFCN11339300574-RAZORPAY SOFTWARE PRIVATE LIMITED-228602727,"97,628.12","4,20,36,998.10",HDFC7352641,INR
bank_002041,2026-07-07,NEFT CR RAZORPAY SOFTWARE PVT LTD 070726,"8,073.39","3,52,43,426.45",AXIS5650338,INR
bank_005727,28/07/2026,NEFT-HDFCN49173,"9,78,670.00","9,34,34,378.25",HDFC6176393,INR
bank_001541,23/07/2026,BY TRF NEFT-HDFCN62988082623-RAZORPAY SOFTWARE PRIVATE LIMITED-920514157 BAL 67357494 23072026,"6,360.00","2,70,97,329.06",HDFC5525111,INR
bank_003440,07/07/2026,NEFT-HDFCN3951,375.91,"5,38,93,260.13",HDFC1232626,INR
bank_000141,14/07/2026,NEFT-HDFCN05189577172-RAZORPAY SOFTWARE PRIVATE LIMITED-166349850,"73,866.00","28,40,269.45",HDFC6147985,INR
bank_001256,28-07-2026,TRANSFER FROM SBINR66297871604 RAZORPAY SOFT PVT LTD REF 485207719,432910.07,21386167.76,SBI4487097,INR
bank_001102,21-07-2026,TRANSFER FROM SBINR88508544622 RAZORPAY SOFT PVT LTD REF 672610400,814090.56,18739664.74,SBI9090314,INR
bank_005044,2026-07-15,RTGS CONSOLIDATED PAYOUT RAZORPAY 3 BATCHES,"2,16,590.45","8,20,32,610.08",AXIS7749596,INR
bank_004949,2026-07-07,INB BY TRANSFER-NEFT*AXIS0001557*AXISP43246221271*RAZORPAY SOFTWARE BAL 82553503 07072026,"7,645.98","8,10,58,758.54",AXIS1928218,INR
bank_004446,21/07/2026,CMS NEFT-HDFCN24201185536-RAZORPAY SOFTWARE PRIVATE LIMITED-226351464 BAL 74515883 21072026,"61,013.08","7,05,94,034.67",HDFC9406723,INR
bank_000791,10/07/2026,NEFT-HDFCN91127408526-RAZORPAY SOFTWARE PRIVATE LIMITED-185550674,"6,303.64","1,32,18,480.53",HDFC8022801,INR
bank_000085,03-Aug-2026,RTGS CONSOLIDATED PAYOUT RAZORPAY 6 BATCHES,983253.14,2070717.79,ICICI8800382,INR
bank_006253,2026-07-08,NEFT-AARAVTRADERS-DIRECT PAYMENT,"1,67,969.98","9,93,81,101.54",AXIS3486004,INR
bank_002149,2026-07-23,BY TRANSFER-NEFT*AXIS0009862*AXISP64357517317*RAZORPAY SOFTWARE,"96,977.54","3,68,89,001.81",AXIS3955795,INR
bank_004065,2026-07-13,RTGS-AXISP41281455460-RAZORPAY PART 1 OF 2,"1,66,548.92","6,72,95,681.76",AXIS4110697,INR
bank_006884,2026-07-24,BY TRANSFER-NEFT*AXIS0001787*AXISP98122169710*RAZORPAY SOFTWARE,"25,449.42","10,69,57,684.79",AXIS7008854,INR
bank_002595,13-07-2026,NEFT CR RAZORPAY SOFTWARE PVT LTD 130726,13997.00,42205579.31,SBI5430504,INR
bank_002081,10-07-2026,TRANSFER FROM SBINR73651974222 RAZORPAY SOFT PVT LTD REF 598216577,30210.00,35604273.87,SBI2842436,INR
bank_003165,08-07-2026,RTGS-SBINR06153794339-RAZORPAY PART 1 OF 2,153512.93,50275334.14,SBI8652605,INR
bank_000953,21-Jul-2026,MMT/IMPS/ICICR26197843600/Settlement/RAZORPAY/423934408,646948.79,15651992.67,ICICI1351903,INR
bank_004125,03-Jul-2026,MMT/IMPS/ICICR29049690966/Settlement/RAZORPAY/703972027,3210.00,67996173.59,ICICI1518236,INR
bank_006988,21-07-2026,TRANSFER FROM SBINR64959299346 RAZORPAY SOFT PVT LTD REF 788902850,313794.55,108793011.55,SBI1075584,INR
bank_004742,28-Jul-2026,NEFT-CHETANLOGISTICS-DIRECT PAYMENT,280263.73,78131949.31,ICICI6977308,INR
bank_001508,03-Aug-2026,RTGS-ICICR21925677060-RAZORPAY PART 1 OF 2,114976.16,25471754.59,ICICI8976657,INR
bank_001612,09-Jul-2026,MMT/IMPS/ICICR92581376472/Settlement/RAZORPAY/874137022,540292.92,27802228.19,ICICI7957377,INR
bank_003890,2026-07-28,BY TRANSFER-NEFT*AXIS0009959*AXISP53394921123*RAZORPAY SOFTWARE,"5,550.39","6,44,90,042.47",AXIS2232559,INR
bank_000779,17/07/2026,RTGS-HDFCN24533003862-RAZORPAY PART 2 OF 2,"1,24,990.83","1,31,20,607.89",HDFC9133468,INR
bank_000933,20-07-2026,TRANSFER FROM SBINR81405808965 RAZORPAY SOFT PVT LTD REF 441371213,199085.84,14314134.95,SBI3447420,INR
bank_005765,2026-07-17,RTGS-AXISP98700101206-RAZORPAY PART 2 OF 2,"69,079.01","9,38,32,131.63",AXIS3753884,INR
bank_003519,24-07-2026,RTGS CONSOLIDATED PAYOUT RAZORPAY 4 BATCHES,68283.00,54541401.54,SBI1002560,INR
bank_007189,2026-07-31,NEFT RETURN RVSL4914931505 BENEFICIARY ACCOUNT CLOSED,"-86,593.81","11,01,69,666.01",AXIS1739814,INR
bank_000769,03-Jul-2026,MMT/IMPS/ICICR93046350692/Settlement/RAZORPAY/148158111,5020.11,12870626.23,ICICI5143567,INR
bank_003892,09-Jul-2026,NEFT-NEHAORGANICS-DIRECT PAYMENT,119995.43,64610037.90,ICICI7160453,INR
bank_003638,2026-07-28,BY TRANSFER-NEFT*AXIS0005471*AXISP69659815273*RAZORPAY SOFTWARE,927.40,"5,82,86,543.23",AXIS1325747,INR
bank_005910,2026-07-08,BY TRANSFER-NEFT*AXIS0004990*AXISP83522327600*RAZORPAY SOFTWARE,"5,312.98","9,56,77,280.32",AXIS4694569,INR
bank_006076,27-Jul-2026,MMT/IMPS/ICICR46852758236/Settlement/RAZORPAY/768939635,3217.17,97371086.56,ICICI9706599,INR
bank_001012,13-07-2026,BY TRF TRANSFER FROM SBINR83384585541 RAZORPAY SOFT PVT LTD REF 932550487 BAL 95928993 13072026,9294.00,17280152.01,SBI9989994,INR
bank_000426,21/07/2026,RTGS CONSOLIDATED PAYOUT RAZORPAY 5 BATCHES,"6,21,615.43","86,45,430.39",HDFC8918398,INR
bank_006384,2026-07-13,BY TRANSFER-NEFT*AXIS0005413*AXISP20499049370*RAZORPAY SOFTWARE,"10,298.84","10,08,65,124.16",AXIS4177907,INR
bank_003089,2026-07-14,NEFT INWARD RAZORPAY SOFTWARE PRIVATE LIMITED,"20,287.64","4,96,13,019.05",AXIS3317602,INR
bank_007198,2026-08-04,BY TRANSFER-NEFT*AXIS0002498*AXISP64201899554*RAZORPAY SOFTWARE,"3,662.74","11,01,73,328.75",AXIS3134638,INR
bank_003756,07/07/2026,RTGS CONSOLIDATED PAYOUT RAZORPAY 3 BATCHES,"1,03,427.37","6,13,98,499.91",HDFC3525686,INR
bank_000292,2026-08-04,BY TRANSFER-NEFT*AXIS0006460*AXISP7917307,"7,689.74","56,51,890.86",AXIS3500874,INR
bank_006012,21-Jul-2026,NEFT CR RAZORPAY SOFTWARE PVT LTD 210726,2556.00,96153423.36,ICICI6164946,INR
bank_000377,30-07-2026,TRANSFER FROM SBINR91044725609 RAZORPAY SOFT PVT LTD REF 992548755,778.31,7210400.58,SBI6139176,INR
bank_006245,21/07/2026,NEFT-HDFCN00449486622-RAZORPAY SOFTWARE PRIVATE LIMITED-867253107,"3,82,735.56","9,92,06,717.66",HDFC6949626,INR
bank_004629,2026-07-28,BY TRANSFER-NEFT*AXIS0003030*AXISP40263740001*RAZORPAY SOFTWARE,"14,455.94","7,45,72,107.94",AXIS4514993,INR
bank_001035,2026-07-02,NEFT CR RAZORPAY SOFTWARE PVT LTD,N/A,"1,72,93,269.11",AXIS5351857,INR
bank_006793,03-08-2026,TRANSFER FROM SBINR82540398439 RAZORPAY SOFT PVT LTD REF 995564730,1128.64,105968313.94,SBI6330017,INR
bank_006121,22-Jul-2026,NEFT INWARD RVSL5862926119 RAZORPAY SOFTWARE,117791.94,98362378.57,ICICI4831261,INR
bank_007366,03-Aug-2026,RTGS-ICICR09210908927-RAZORPAY PART 1 OF 2,132959.94,112685598.03,ICICI7130868,INR
bank_001204,2026-07-07,BY TRANSFER-NEFT*AXIS0004808*AXISP14650032137*RAZORPAY SOFTWARE,"32,692.87","2,09,34,953.31",AXIS1364584,INR
bank_002113,03-07-2026,TRANSFER FROM SBINR63674002152 RAZORPAY SOFT PVT LTD REF 922399439,5999.60,35698120.23,SBI6842561,INR
bank_001938,03-07-2026,TRANSFER FROM SBINR53895383035 RAZORPAY SOFT PVT LTD REF 287819432,240248.62,32849926.00,SBI1057043,INR
bank_007235,22/07/2026,NEFT-HDFCN76948861875-RAZORPAY SOFTWARE PRIVATE LIMITED-389303232,"7,70,157.04","11,10,05,857.95",HDFC5258391,INR
bank_003823,2026-07-09,BY TRANSFER-NEFT*AXIS0005247*AXISP12969203417*RAZORPAY SOFTWARE,"11,77,020.00","6,39,79,932.98",AXIS9803649,INR
bank_006976,2026-07-08,BY TRANSFER-NEFT*AXIS0009975*AXISP71068588341*RAZORPAY SOFTWARE,"2,124.00","10,84,79,217.00",AXIS4137801,INR
bank_006045,08-07-2026,TRANSFER FROM SBINR39474573551 RAZORPAY SOFT PVT LTD REF 396594094,895772.20,97159540.27,SBI6971232,INR
bank_005777,07-07-2026,TRANSFER FROM SBINR33860591918 RAZORPAY SOFT PVT LTD REF 642815829,64188.80,93896320.43,SBI3600818,INR
bank_003108,2026-07-30,NEFT INWARD RAZORPAY SOFTWARE PRIVATE LIMITED,"88,641.50","4,98,90,120.03",AXIS5424572,INR
bank_006893,24/07/2026,RTGS-HDFCN06301405914-RAZORPAY PART 1 OF 2,"1,58,088.03","10,71,15,772.82",HDFC9470738,INR
bank_005107,15/07/2026,NEFT-HDFCN34883914783-RAZORPAY SOFTWARE PRIVATE LIMITED-108454872,398.37,"8,31,60,170.53",HDFC4692152,INR
bank_004850,2026-07-07,BY TRANSFER-NEFT*AXIS0002421*AXISP5420834,"6,66,864.09","7,91,21,363.86",AXIS7771289,INR
bank_003083,2026-07-09,RTGS-AXISP53799653920-RAZORPAY PART 2 OF 2,"1,32,541.40","4,95,92,731.41",AXIS4199613,INR
bank_007216,2026-07-29,BY TRANSFER-NEFT*AXIS0007297*AXISP93726855552*RAZORPAY SOFTWARE,"1,483.90","11,02,26,075.91",AXIS2245810,INR
bank_007448,16/07/2026,NEFT-HDFCN51332176410-RAZORPAY SOFTWARE PRIVATE LIMITED-592884646,589.38,"11,36,93,357.65",HDFC4461185,INR
bank_005764,2026-07-17,RTGS-AXISP98700101206-RAZORPAY PART 1 OF 2,"69,079.00","9,37,63,052.62",AXIS3783681,INR
bank_003997,22-07-2026,CMS TRANSFER FROM SBINR19787581635 RAZORPAY SOFT PVT LTD REF 798698888 BAL 68041529 22072026,520904.70,67056290.31,SBI4960748,INR
bank_002704,2026-08-03,BY TRANSFER-NEFT*AXIS0001304*AXISP43802205517*RAZORPAY SOFTWARE,161.59,"4,29,48,303.08",AXIS3887150,INR
bank_001693,16-Jul-2026,NEFT CR RAZORPAY SOFTWARE PVT LTD,62854.99,29670522.53,ICICI1030190,INR
bank_004486,14-Jul-2026,RTGS CONSOLIDATED PAYOUT RAZORPAY 4 BATCHES,726129.23,71689673.67,ICICI8595669,INR
bank_007676,2026-07-03,BY TRANSFER-NEFT*AXIS0001187*AXISP35460033103*RAZORPAY SOFTWARE,882.81,"11,60,96,956.82",AXIS7731573,INR
